yr,mn,ym,sn,cardname,b,d,editable,_url,[0].amt,[1].amt,[2].amt,[3].amt,[4].amt,[5].amt,_3000A,_3000B,機構名稱,類別,第一類電子支付帳戶,第二類電子支付帳戶,第三類電子支付帳戶,總計,維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,_1900A,_1900B,[6].amt,[7].amt,[8].amt,[9].amt,[10].amt,[11].amt,_2900A,_2900B,項目,代理收付實質交易款項、收受儲值款項、電子支付帳戶間款項移轉業務,小計,與境外機構合作或協助從事電子支付機構業務相關行為,符合第二類電子支付帳戶之認證程序,符合第三類電子支付帳戶之認證程序
114,4,114/04,3,一卡通,52705439,299757,false,,1974,10034052,30893986,34954902112,0,0,30895960,34964936164,一卡通票證股份有限公司,筆數,1974,30893986,0,30895960,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
114,3,114/03,3,一卡通,52405682,401851,false,,402,9620298,31619855,36139249208,0,0,31620257,36148869506,一卡通票證股份有限公司,筆數,402,31619855,0,31620257,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
114,2,114/02,3,一卡通,52003831,495474,false,,419,9853783,27388724,33251800910,0,0,27389143,33261654693,一卡通票證股份有限公司,筆數,419,27388724,0,27389143,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
114,1,114/01,3,一卡通,51508357,433312,false,,2129,17730068,30874182,40562671566,0,0,30876311,40580401634,一卡通票證股份有限公司,筆數,2129,30874182,0,30876311,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,12,113/12,3,一卡通,51075045,356068,false,,417,9326836,30384578,35650252294,0,0,30384995,35659579130,一卡通票證股份有限公司,筆數,417,30384578,0,30384995,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,11,113/11,3,一卡通,50760033,514255,false,,432,8587445,28583437,33703546509,0,0,28583869,33712133954,一卡通票證股份有限公司,筆數,432,28583437,0,28583869,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,10,113/10,3,一卡通,50245767,403880,false,,415,8720177,27736510,33870694868,0,0,27736925,33879415045,一卡通票證股份有限公司,筆數,415,27736510,0,27736925,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,9,113/09,3,一卡通,49841887,399165,false,,1943,10738215,27173753,33226664278,0,0,27175696,33237402493,一卡通票證股份有限公司,筆數,1943,27173753,0,27175696,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,8,113/08,3,一卡通,49442722,507093,false,,435,8115518,27791232,35259045911,0,0,27791667,35267161429,一卡通票證股份有限公司,筆數,435,27791232,0,27791667,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,7,113/07,3,一卡通,48935629,473333,false,,407,7812096,26536172,34769110189,0,0,26536579,34776922285,一卡通票證股份有限公司,筆數,407,26536172,0,26536579,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,6,113/06,3,一卡通,48462296,537736,false,,1954,10388927,25685186,32847350968,0,0,25687140,32857739895,一卡通票證股份有限公司,筆數,1954,25685186,0,25687140,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,5,113/05,3,一卡通,47924560,564160,false,,1946,9486345,26603840,33434703917,0,0,26605786,33444190262,一卡通票證股份有限公司,筆數,1946,26603840,0,26605786,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,4,113/04,3,一卡通,47360400,457097,false,,420,7524604,24422456,31780595947,0,0,24422876,31788120551,一卡通票證股份有限公司,筆數,420,24422456,0,24422876,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,3,113/03,3,一卡通,46903303,627136,false,,402,7560180,25030483,32871580803,0,0,25030885,32879140983,一卡通票證股份有限公司,筆數,402,25030483,0,25030885,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,2,113/02,3,一卡通,46276167,550294,false,,1905,30708551,22730302,32932034399,0,0,22732207,32962742950,一卡通票證股份有限公司,筆數,1905,22730302,0,22732207,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
113,1,113/01,3,一卡通,45725873,444943,false,,609,24021124,23603743,32680153191,0,0,23604352,32704174315,一卡通票證股份有限公司,筆數,609,23603743,0,23604352,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,12,112/12,3,一卡通,45280959,573530,false,,385,7782635,23565281,30137192224,0,0,23565666,30144974859,一卡通票證股份有限公司,筆數,385,23565281,0,23565666,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,11,112/11,3,一卡通,44707429,461184,false,,384,6963105,22061636,28874604342,0,0,22062020,28881567447,一卡通票證股份有限公司,筆數,384,22061636,0,22062020,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,10,112/10,3,一卡通,44246245,423936,false,,349,6896546,21421290,28299767332,0,0,21421639,28306663878,一卡通票證股份有限公司,筆數,349,21421290,0,21421639,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,9,112/09,3,一卡通,43822309,518864,false,,2070,8422417,20615355,27273961987,0,0,20617425,27282384404,一卡通票證股份有限公司,筆數,2070,20615355,0,20617425,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,8,112/08,3,一卡通,43303445,736704,false,,372,35171869,20641550,27209761740,0,0,20641922,27244933609,一卡通票證股份有限公司,筆數,372,20641550,0,20641922,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,7,112/07,3,一卡通,42566741,391384,false,,337,8356091,19955502,26922168971,0,0,19955839,26930525062,一卡通票證股份有限公司,筆數,337,19955502,0,19955839,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,6,112/06,3,一卡通,42175357,456546,false,,1783,9937566,19033291,25271050898,0,0,19035074,25280988464,一卡通票證股份有限公司,筆數,1783,19033291,0,19035074,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,5,112/05,3,一卡通,41718811,457571,false,,370,9463793,19770424,27337220735,0,0,19770794,27346684528,一卡通票證股份有限公司,筆數,370,19770424,0,19770794,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,4,112/04,3,一卡通,41261240,459786,false,,1525,4199433,19871642,34118196120,0,0,19873167,34122395553,一卡通票證股份有限公司,筆數,1525,19871642,0,19873167,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,3,112/03,3,一卡通,40801454,545349,false,,613,27737272,20573655,35083862070,0,0,20574268,35111599342,一卡通票證股份有限公司,筆數,613,20573655,0,20574268,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,2,112/02,3,一卡通,40256105,479842,false,,323,7106543,17094478,30649498008,0,0,17094801,30656604551,一卡通票證股份有限公司,筆數,323,17094478,0,17094801,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
112,1,112/01,3,一卡通,39776263,491906,false,,1973,27134690,18109565,35095757537,0,0,18111538,35122892227,一卡通票證股份有限公司,筆數,1973,18109565,0,18111538,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,12,111/12,3,一卡通,39284357,409274,false,,1026,15659808,17841913,30458379445,0,0,17842939,30474039253,一卡通票證股份有限公司,筆數,1026,17841913,0,17842939,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,11,111/11,3,一卡通,38875083,466086,false,,339,17317311,16410149,27607139048,0,0,16410488,27624456359,一卡通票證股份有限公司,筆數,339,16410149,0,16410488,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,10,111/10,3,一卡通,38408997,453723,false,,330,29255145,15574589,26296463374,0,0,15574919,26325718519,一卡通票證股份有限公司,筆數,330,15574589,0,15574919,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,9,111/09,3,一卡通,37955274,484028,false,,2000,8839566,14689920,25466809118,0,0,14691920,25475648684,一卡通票證股份有限公司,筆數,2000,14689920,0,14691920,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,8,111/08,3,一卡通,37471246,575387,false,,350,43837666,14883850,24987710904,0,0,14884200,25031548570,一卡通票證股份有限公司,筆數,350,14883850,0,14884200,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,7,111/07,3,一卡通,36895859,554211,false,,350,8979762,14206050,23959115831,0,0,14206400,23968095593,一卡通票證股份有限公司,筆數,350,14206050,0,14206400,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,6,111/06,3,一卡通,36341648,455473,false,,1717,8424202,12901875,21798150058,0,0,12903592,21806574260,一卡通票證股份有限公司,筆數,1717,12901875,0,12903592,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,5,111/05,3,一卡通,35886175,335733,false,,325,7014444,13056047,21744832744,0,0,13056372,21751847188,一卡通票證股份有限公司,筆數,325,13056047,0,13056372,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,4,111/04,3,一卡通,35550442,417281,false,,1733,9337412,12706351,20036230060,0,0,12708084,20045567472,一卡通票證股份有限公司,筆數,1733,12706351,0,12708084,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,3,111/03,3,一卡通,35133161,488766,false,,344,49331113,13613484,20478090035,0,0,13613828,20527421148,一卡通票證股份有限公司,筆數,344,13613484,0,13613828,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,2,111/02,3,一卡通,34644395,398649,false,,74,2815602,10942072,16427030153,0,0,10942146,16429845755,一卡通票證股份有限公司,筆數,74,10942072,0,10942146,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
111,1,111/01,3,一卡通,34245746,389717,false,,1973,29298931,13369188,21972024967,0,0,13371161,22001323898,一卡通票證股份有限公司,筆數,1973,13369188,0,13371161,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
110,12,110/12,3,一卡通,33856029,412844,false,,367,139795199,12994096,17929962929,0,0,12994463,18069758128,一卡通票證股份有限公司,筆數,367,12994096,0,12994463,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
110,11,110/11,3,一卡通,33443185,425087,false,,361,17921301,13280841,17261469669,0,0,13281202,17279390970,一卡通票證股份有限公司,筆數,361,13280841,0,13281202,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
110,10,110/10,3,一卡通,33018098,454279,false,,351,11049251,13568687,16620382183,0,0,13569038,16631431434,一卡通票證股份有限公司,筆數,351,13568687,0,13569038,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
110,9,110/09,3,一卡通,32563819,453316,false,,2111,8981868,9668326,14298295024,0,0,9670437,14307276892,一卡通票證股份有限公司,筆數,2111,9668326,0,9670437,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
110,8,110/08,3,一卡通,32110503,401487,false,,374,16090249,10032903,13996588983,0,0,10033277,14012679232,一卡通票證股份有限公司,筆數,374,10032903,0,10033277,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
110,7,110/07,3,一卡通,31709016,374024,false,,337,16605423,9181890,13609432223,0,0,9182227,13626037646,一卡通票證股份有限公司,筆數,337,9181890,0,9182227,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,,
110,6,110/06,3,一卡通,31334992,287098,false,,0,0,5578092,10790950724,2304953,1448325925,7883045,12239276649,一卡通票證股份有限公司,,,5578092,2304953,7883045,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,7883045,12239276649,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
110,5,110/05,3,一卡通,31047894,323052,false,,0,0,4912871,10367734128,2752463,1884130952,7665334,12251865080,一卡通票證股份有限公司,,,4912871,2752463,7665334,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,7665334,12251865080,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
110,4,110/04,3,一卡通,30724842,319199,false,,0,0,4452029,9239810396,2774275,1662762279,7226304,10902572675,一卡通票證股份有限公司,,,4452029,2774275,7226304,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,7226304,10902572675,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
110,3,110/03,3,一卡通,30405643,346452,false,,0,0,4272580,8833488644,2726264,1901297952,6998844,10734786596,一卡通票證股份有限公司,,,4272580,2726264,6998844,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,6998844,10734786596,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
110,2,110/02,3,一卡通,30059191,223032,false,,0,0,3600869,7523268477,2106732,1357906825,5707601,8881175302,一卡通票證股份有限公司,,,3600869,2106732,5707601,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,5707601,8881175302,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
110,1,110/01,3,一卡通,29836159,341535,false,,0,0,3413907,7168917807,2184292,1534148914,5598199,8703066721,一卡通票證股份有限公司,,,3413907,2184292,5598199,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,5598199,8703066721,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,12,109/12,3,一卡通,29283581,333718,false,,0,0,3217578,6949853163,2228858,1912462518,5446436,8862315681,一卡通票證股份有限公司,,,3217578,2228858,5446436,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,5446436,8862315681,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,11,109/11,3,一卡通,28949863,271356,false,,0,0,2888279,6014470075,2179365,1818400489,5067644,7832870564,一卡通票證股份有限公司,,,2888279,2179365,5067644,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,5067644,7832870564,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,10,109/10,3,一卡通,28052010,283297,false,,0,0,2672818,5365586956,2084874,1565682582,4757692,6931269538,一卡通票證股份有限公司,,,2672818,2084874,4757692,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,4757692,6931269538,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,9,109/09,3,一卡通,27768713,440016,false,,0,0,2714355,5418260795,2168891,1793240144,4883246,7211500939,一卡通票證股份有限公司,,,2714355,2168891,4883246,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,4883246,7211500939,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,8,109/08,3,一卡通,27328697,317044,false,,0,0,2346132,4632233449,2091050,1496495112,4437182,6128728561,一卡通票證股份有限公司,,,2346132,2091050,4437182,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,4437182,6128728561,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,7,109/07,3,一卡通,27011653,346021,false,,0,0,2191651,4171825534,2067418,1275778070,4259069,5447603604,一卡通票證股份有限公司,,,2191651,2067418,4259069,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,4259069,5447603604,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,6,109/06,3,一卡通,26665632,268329,false,,0,0,1556674,3613127857,1558825,1096616968,3115499,4709744825,一卡通票證股份有限公司,,,1556674,1558825,3115499,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,3115499,4709744825,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,5,109/05,3,一卡通,26397303,229490,false,,0,0,1721570,3250637223,1432191,923485023,3153761,4174122246,一卡通票證股份有限公司,,,1721570,1432191,3153761,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,3153761,4174122246,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,4,109/04,3,一卡通,26167813,233951,false,,0,0,1446834,2606839035,1119338,648146591,2566172,3254985626,一卡通票證股份有限公司,,,1446834,1119338,2566172,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2566172,3254985626,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,3,109/03,3,一卡通,25933862,285901,false,,0,0,1294074,2096822339,1065890,276401025,2359964,2373223364,一卡通票證股份有限公司,,,1294074,1065890,2359964,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2359964,2373223364,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,2,109/02,3,一卡通,25647961,370187,false,,0,0,1122539,1875223976,941481,253843175,2064020,2129067151,一卡通票證股份有限公司,,,1122539,941481,2064020,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2064020,2129067151,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
109,1,109/01,3,一卡通,25277774,326714,false,,0,0,1201381,2053645923,1002273,274658274,2203654,2328304197,一卡通票證股份有限公司,,,1201381,1002273,2203654,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2203654,2328304197,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,12,108/12,3,一卡通,24951060,377511,false,,0,0,1432527,2032800753,1118705,509917566,2551232,2542718319,一卡通票證股份有限公司,,,1432527,1118705,2551232,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2551232,2542718319,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,11,108/11,3,一卡通,24573549,418653,false,,0,0,1317248,1859619732,1201792,497891739,2519040,2357511471,一卡通票證股份有限公司,,,1317248,1201792,2519040,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,2519040,2357511471,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,10,108/10,3,一卡通,24154896,499587,false,,0,0,1031925,1490364333,909638,290054987,1941563,1780419320,一卡通票證股份有限公司,,,1031925,909638,1941563,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1941563,1780419320,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,9,108/09,3,一卡通,23655309,331062,false,,0,0,866174,1272817508,989414,212134847,1855588,1484952355,一卡通票證股份有限公司,,,866174,989414,1855588,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1855588,1484952355,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
108,8,108/08,3,一卡通,23324247,448672,false,,0,0,751607,1128032819,604439,151090086,1356046,1279122905,一卡通票證股份有限公司,,,751607,604439,1356046,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1356046,1279122905,0,0,0,0,0,0,0,0,類別,第一類電子支付帳戶,0,符合第一類電子支付帳戶之認證程序,0,0
