yr,mn,ym,c1,c2,c3,editable,_url,[0].amt,[1].amt,[2].amt,[3].amt,[4].amt,[5].amt,[6].amt,[7].amt,1100X,1100Y,[8].amt,[9].amt,[10].amt,[11].amt,[12].amt,[13].amt,1200X,1200Y,[14].amt,[15].amt,[16].amt,1510X,1510Y,[17].amt,[18].amt,[19].amt,1520X,1520Y,[20].amt,[21].amt,[22].amt,1610X,1610Y,[23].amt,[24].amt,[25].amt,1620X,1620Y,1999A,1999B,1999C,1999D,1999E,1999F,1999G,1999H,1999X,1999Y,機構名稱,交易類型,筆數,代理收付實質交易款項,收受儲值款項,辦理國內外小額匯兌,跨機構,國外小額匯兌,匯入款項,合計,維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,[26].amt,1400A,1400B,1400C,代理收付實質交易款項 (A),收受儲值款項 (B),電子支付帳戶間款項移轉 (C),與境外機構合作或協助相關電子支付機構業務(D),第4條第1項第1款業務 - outbound,第4條第1項第2款業務 - inbound,第4條第1項第3款業務 - inbound,第4條第1項第6款業務 - outbound,其他,小計,合計 (E=A+B+C+D)
114,4,114/04,6903178,30895960,34964936164,false,,10737424,3799315520,1688937,24520802,634391243,1999246,0,0,35258226,4433706763,7838049,18276596060,1888192,1998244,565731199,1029616,9836293,18842327259,12210971,12346187158,2543955,12210971,12346187158,109516,542837426,46457,109516,542837426,0,0,0,0,0,0,0,0,0,0,30895960,34964936164,6167541,26519046,1200122442,3028862,0,0,57415006,36165058606,一卡通票證股份有限公司,電子支付帳戶,交易金額,10737424,7838049,國內小額匯兌,109516,匯出款項,0,30895960,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
114,3,114/03,6866307,31620257,36148869506,false,,10875703,3770518687,1705327,24592083,575189104,1981622,0,0,35467786,4345707791,8038777,18975933679,1888982,1974498,576084025,1008228,10013275,19552017704,12597142,12836011957,2539895,12597142,12836011957,108635,566405183,46453,108635,566405183,0,0,0,0,0,0,0,0,0,0,31620257,36148869506,6180657,26566581,1151273129,2989850,0,0,58186838,37300142635,一卡通票證股份有限公司,電子支付帳戶,交易金額,10875703,8038777,國內小額匯兌,108635,匯出款項,0,31620257,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
114,2,114/02,6823897,27389143,33261654693,false,,9380964,3557107839,1647053,22061513,508778191,2008291,0,0,31442477,4065886030,6977249,17792557078,1782799,1860458,517374270,1004948,8837707,18309931348,10934058,11413380624,2440537,10934058,11413380624,96872,498609152,43029,96872,498609152,0,0,0,0,0,0,0,0,0,0,27389143,33261654693,5913418,23921971,1026152461,3013239,0,0,51311114,34287807154,一卡通票證股份有限公司,電子支付帳戶,交易金額,9380964,6977249,國內小額匯兌,96872,匯出款項,0,27389143,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
114,1,114/01,6774615,30876311,40580401634,false,,9684628,3608710978,1625215,23191557,534882408,2104513,0,0,32876185,4143593386,8309801,21540410969,1974354,2009605,544309763,1066009,10319406,22084720732,12771760,14865874235,2645736,12771760,14865874235,110122,565405452,46374,110122,565405452,0,0,0,0,0,0,0,0,0,0,30876311,40580401634,6291679,25201162,1079192171,3170522,0,0,56077473,41659593805,一卡通票證股份有限公司,電子支付帳戶,交易金額,9684628,8309801,國內小額匯兌,110122,匯出款項,0,30876311,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,12,113/12,6684320,30384995,35659579130,false,,10129468,3575822974,1620406,25865892,582903644,2076106,0,0,35995360,4158726618,7973395,18815635657,1860968,2174440,601505627,1088629,10147835,19417141284,12175478,12732318408,2447225,12175478,12732318408,106654,535802091,45360,106654,535802091,0,0,0,0,0,0,0,0,0,0,30384995,35659579130,5973959,28040332,1184409271,3164735,0,0,58425327,36843988401,一卡通票證股份有限公司,電子支付帳戶,交易金額,10129468,7973395,國內小額匯兌,106654,匯出款項,0,30384995,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,11,113/11,6639696,28583869,33712133954,false,,9789637,3587353348,1571280,24370399,548654926,1961187,0,0,34160036,4136008274,7436260,18006096757,1791886,2002695,570741120,1008576,9438955,18576837877,11258631,11614811623,2341623,11258631,11614811623,99341,503872226,43699,99341,503872226,0,0,0,0,0,0,0,0,0,0,28583869,33712133954,5748488,26373094,1119396046,2969763,0,0,54956963,34831530000,一卡通票證股份有限公司,電子支付帳戶,交易金額,9789637,7436260,國內小額匯兌,99341,匯出款項,0,28583869,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,10,113/10,6597430,27736925,33879415045,false,,9619400,3517959806,1533771,22794893,532912065,1909033,0,0,32414293,4050871871,7244605,18408211734,1746945,1891998,546567294,981206,9136603,18954779028,10774445,11447869379,2288031,10774445,11447869379,98475,505374126,42618,98475,505374126,0,0,0,0,0,0,0,0,0,0,27736925,33879415045,5611365,24686891,1079479359,2890239,0,0,52423816,34958894404,一卡通票證股份有限公司,電子支付帳戶,交易金額,9619400,7244605,國內小額匯兌,98475,匯出款項,0,27736925,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,9,113/09,6552346,27175696,33237402493,false,,9204290,3407952805,1503131,23630678,534989173,1933361,0,0,32834968,3942941978,7141958,17945792864,1732045,1992584,810623400,1043053,9134542,18756416264,10735210,11413793533,2265886,10735210,11413793533,94238,469863291,39796,94238,469863291,0,0,0,0,0,0,0,0,0,0,27175696,33237402493,5540858,25623262,1345612573,2976414,0,0,52798958,34583015066,一卡通票證股份有限公司,電子支付帳戶,交易金額,9204290,7141958,國內小額匯兌,94238,匯出款項,0,27175696,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,8,113/08,6501946,27791667,35267161429,false,,9567152,3522063731,1509465,24034273,571064377,1978010,0,0,33601425,4093128108,7262467,19815297952,1743899,2062167,572404696,1038617,9324634,20387702648,10867594,11448602014,2249370,10867594,11448602014,94454,481197732,40744,94454,481197732,0,0,0,0,0,0,0,0,0,0,27791667,35267161429,5543478,26096440,1143469073,3016627,0,0,53888107,36410630502,一卡通票證股份有限公司,電子支付帳戶,交易金額,9567152,7262467,國內小額匯兌,94454,匯出款項,0,27791667,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,7,113/07,6448719,26536579,34776922285,false,,9253399,3514845737,1477654,22264350,514486714,1890652,0,0,31517749,4029332451,6961468,19798531322,1692742,1907409,539050526,977434,8868877,20337581848,10229656,10986078587,2171286,10229656,10986078587,92056,477466639,39576,92056,477466639,0,0,0,0,0,0,0,0,0,0,26536579,34776922285,5381258,24171759,1053537240,2868086,0,0,50708338,35830459525,一卡通票證股份有限公司,電子支付帳戶,交易金額,9253399,6961468,國內小額匯兌,92056,匯出款項,0,26536579,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,6,113/06,6403013,25687140,32857739895,false,,8906688,3179337648,1435502,23594087,526687180,1971366,0,0,32500775,3706024828,6714367,18653328963,1656414,1998698,549033279,1025556,8713065,19202362242,9979779,10584511144,2163653,9979779,10584511144,86306,440562140,37761,86306,440562140,0,0,0,0,0,0,0,0,0,0,25687140,32857739895,5293330,25592785,1075720459,2996922,0,0,51279925,33933460354,一卡通票證股份有限公司,電子支付帳戶,交易金額,8906688,6714367,國內小額匯兌,86306,匯出款項,0,25687140,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,5,113/05,6361749,26605786,33444190262,false,,9125964,3205132221,1430842,25310576,558391781,1945178,0,0,34436540,3763524002,6877582,18969953002,1656415,2044725,573096039,1012041,8922307,19543049041,10514859,10821200324,2162648,10514859,10821200324,87381,447904715,38270,87381,447904715,0,0,0,0,0,0,0,0,0,0,26605786,33444190262,5288175,27355301,1131487820,2957219,0,0,53961087,34575678082,一卡通票證股份有限公司,電子支付帳戶,交易金額,9125964,6877582,國內小額匯兌,87381,匯出款項,0,26605786,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,4,113/04,6317427,24422876,31788120551,false,,8420708,3054697086,1388182,24075114,546954491,1962752,0,0,32495822,3601651577,6348983,18162958000,1590706,1967428,567759598,2000776,8316411,18730717598,9572322,10143421334,2080219,9572322,10143421334,80863,427044131,35706,80863,427044131,0,0,0,0,0,0,0,0,0,0,24422876,31788120551,5094813,26042542,1114714089,3963528,0,0,50465418,32902834640,一卡通票證股份有限公司,電子支付帳戶,交易金額,8420708,6348983,國內小額匯兌,80863,匯出款項,0,24422876,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,3,113/03,6276043,25030885,32879140983,false,,8474545,3106637139,1391371,26311782,657508150,2044497,0,0,34786327,3764145289,6504205,18885589653,1593494,2067047,575453328,1053844,8571252,19461042981,9968323,10442013569,2125504,9968323,10442013569,83812,444900622,36772,83812,444900622,0,0,0,0,0,0,0,0,0,0,25030885,32879140983,5147141,28378829,1232961478,3098341,0,0,53409714,34112102461,一卡通票證股份有限公司,電子支付帳戶,交易金額,8474545,6504205,國內小額匯兌,83812,匯出款項,0,25030885,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,2,113/02,6227388,22732207,32962742950,false,,7235107,2951876809,1334452,23758107,606383366,2193495,0,0,30993214,3558260175,6103756,18847564072,1613676,2005755,548024574,1113612,8109511,19395588646,9315571,10775682976,2195804,9315571,10775682976,77773,387619093,35670,77773,387619093,0,0,0,0,0,0,0,0,0,0,22732207,32962742950,5179602,25763862,1154407940,3307107,0,0,48496069,34117150890,一卡通票證股份有限公司,電子支付帳戶,交易金額,7235107,6103756,國內小額匯兌,77773,匯出款項,0,22732207,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
113,1,113/01,6120471,23604352,32704174315,false,,7556006,2972578839,1297465,25250888,565830629,2078345,0,0,32806894,3538409468,6335595,18645416593,1582393,2018088,552212068,1036559,8353683,19197628661,9632163,10679385641,2015426,9632163,10679385641,80588,406793242,35858,80588,406793242,0,0,0,0,0,0,0,0,0,0,23604352,32704174315,4931142,27268976,1118042697,3114904,0,0,50873328,33822217012,一卡通票證股份有限公司,電子支付帳戶,交易金額,7556006,6335595,國內小額匯兌,80588,匯出款項,0,23604352,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,12,112/12,6070995,23565666,30144974859,false,,7711427,2895049957,1285578,26591383,586198048,2064142,0,0,34302810,3481248005,6371066,16969912481,1482441,2207259,604221675,1106053,8578325,17574134156,9405148,9904921156,1989727,9405148,9904921156,78025,375091265,34408,78025,375091265,0,0,0,0,0,0,0,0,0,0,23565666,30144974859,4792154,28798642,1190419723,3170195,0,0,52364308,31335394582,一卡通票證股份有限公司,電子支付帳戶,交易金額,7711427,6371066,國內小額匯兌,78025,匯出款項,0,23565666,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,11,112/11,6022807,22062020,28881567447,false,,7349821,2873055393,1236150,25159590,548947329,1922814,0,0,32509411,3422002722,5803978,16349235340,1482441,1984024,563045757,1003387,7788002,16912281097,8834065,9293733765,1893923,8834065,9293733765,74156,365542949,33304,74156,365542949,0,0,0,0,0,0,0,0,0,0,22062020,28881567447,4645818,27143614,1111993086,2926201,0,0,49205634,29993560533,一卡通票證股份有限公司,電子支付帳戶,交易金額,7349821,5803978,國內小額匯兌,74156,匯出款項,0,22062020,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,10,112/10,5978176,21421639,28306663878,false,,7223102,2830357732,1209761,25287590,567740015,1981656,0,0,32510692,3398097747,5641659,15945028527,1441577,2052266,582551281,1039219,7693925,16527579808,8483427,9175751738,1854673,8483427,9175751738,73451,355525881,33024,73451,355525881,0,0,0,0,0,0,0,0,0,0,21421639,28306663878,4539035,27339856,1150291296,3020875,0,0,48761495,29456955174,一卡通票證股份有限公司,電子支付帳戶,交易金額,7223102,5641659,國內小額匯兌,73451,匯出款項,0,21421639,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,9,112/09,5960039,20617425,27282384404,false,,6845300,2769735673,1163799,23937117,527039969,1866567,0,0,30782417,3296775642,5428138,15254301965,1407663,1960861,734445962,1017379,7388999,15988747927,8274917,8930759176,1817550,8274917,8930759176,69070,327587590,31274,69070,327587590,0,0,0,0,0,0,0,0,0,0,20617425,27282384404,4420286,25897978,1261485931,2883946,0,0,46515403,28543870335,一卡通票證股份有限公司,電子支付帳戶,交易金額,6845300,5428138,國內小額匯兌,69070,匯出款項,0,20617425,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,8,112/08,5906730,20641922,27244933609,false,,6857595,2751090997,1149460,24252473,555037286,1922938,0,0,31110068,3306128283,5430985,15232222225,1389181,2073669,694283063,1054878,7504654,15926505288,8283210,8927931595,1784790,8283210,8927931595,70132,333688792,31728,70132,333688792,0,0,0,0,0,0,0,0,0,0,20641922,27244933609,4355159,26326142,1249320349,2977816,0,0,46968064,28494253958,一卡通票證股份有限公司,電子支付帳戶,交易金額,6857595,5430985,國內小額匯兌,70132,匯出款項,0,20641922,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,7,112/07,5852009,19955839,26930525062,false,,6671963,2675161801,1122306,23590378,541088415,1903704,0,0,30262341,3216250216,5272118,15164168340,1362659,2026775,569439319,1020013,7298893,15733607659,7941604,8754212734,1732608,7941604,8754212734,70154,336982187,32685,70154,336982187,0,0,0,0,0,0,0,0,0,0,19955839,26930525062,4250258,25617153,1110527734,2923717,0,0,45572992,28041052796,一卡通票證股份有限公司,電子支付帳戶,交易金額,6671963,5272118,國內小額匯兌,70154,匯出款項,0,19955839,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,6,112/06,5804784,19035074,25280988464,false,,6273408,2355033053,1086060,26711535,574264818,1899764,0,0,32984943,2929297871,4970454,14221544774,1328933,2072166,588621325,1005654,7042620,14810166099,7724529,8400139068,1711854,7724529,8400139068,66683,304271569,31858,66683,304271569,0,0,0,0,0,0,0,0,0,0,19035074,25280988464,4158705,28783701,1162886143,2905418,0,0,47818775,26443874607,一卡通票證股份有限公司,電子支付帳戶,交易金額,6273408,4970454,國內小額匯兌,66683,匯出款項,0,19035074,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,5,112/05,5757518,19770794,27346684528,false,,6337737,2414138812,1086872,29405922,611877673,1891741,0,0,35743659,3026016485,5295798,15630432778,1381280,2160874,636017331,1013526,7456672,16266450109,8066467,8985250386,1728901,8066467,8985250386,70792,316862552,34934,70792,316862552,0,0,0,0,0,0,0,0,0,0,19770794,27346684528,4231987,31566796,1247895004,2905267,0,0,51337590,28594579532,一卡通票證股份有限公司,電子支付帳戶,交易金額,6337737,5295798,國內小額匯兌,70792,匯出款項,0,19770794,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,4,112/04,5707380,19873167,34122395553,false,,5758743,2275317819,1044538,27998124,591525017,1994836,0,0,33756867,2866842836,6070143,21749960459,1438322,2218507,618066049,1074471,8288650,22368026508,7981472,9802105061,1734634,7981472,9802105061,62809,295012214,30755,62809,295012214,0,0,0,0,0,0,0,0,0,0,19873167,34122395553,4248249,30216631,1209591066,3069307,0,0,50089798,35331986619,一卡通票證股份有限公司,電子支付帳戶,交易金額,5758743,6070143,國內小額匯兌,62809,匯出款項,0,19873167,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,3,112/03,5648232,20574268,35111599342,false,,5738045,2329851873,1025380,30422090,613273020,1905041,0,0,36160135,2943124893,6180293,22406671267,1411338,2226967,633519967,1025326,8407260,23040191234,8591928,10075636413,1707814,8591928,10075636413,64002,299439789,31060,64002,299439789,0,0,0,0,0,0,0,0,0,0,20574268,35111599342,4175592,32649057,1246792987,2930367,0,0,53223325,36358392329,一卡通票證股份有限公司,電子支付帳戶,交易金額,5738045,6180293,國內小額匯兌,64002,匯出款項,0,20574268,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,2,112/02,5580436,17094801,30656604551,false,,4918092,2180962264,987259,26342617,547708340,1947731,0,0,31260709,2728670604,5198624,19819641648,1304614,2100177,574283388,1049433,7298801,20393925036,6924423,8411406213,1576790,6924423,8411406213,53662,244594426,27033,53662,244594426,0,0,0,0,0,0,0,0,0,0,17094801,30656604551,3895696,28442794,1121991728,2997164,0,0,45537595,31778596279,一卡通票證股份有限公司,電子支付帳戶,交易金額,4918092,5198624,國內小額匯兌,53662,匯出款項,0,17094801,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
112,1,112/01,5514193,18111538,35122892227,false,,4785512,2201093773,956318,26147866,565224974,2052001,0,0,30933378,2766318747,5744621,22373123247,1390171,2195025,596787502,1114128,7939646,22969910749,7525938,10299664515,1685554,7525938,10299664515,55467,249010692,28122,55467,249010692,0,0,0,0,0,0,0,0,0,0,18111538,35122892227,4060165,28342891,1162012476,3166129,0,0,46454429,36284904703,一卡通票證股份有限公司,電子支付帳戶,交易金額,4785512,5744621,國內小額匯兌,55467,匯出款項,0,18111538,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
111,12,111/12,5402511,17842939,30474039253,false,,4943577,2107241135,926856,30684949,633981515,1966510,0,0,35628526,2741222650,5455385,19155370515,1279812,2379093,657008332,1087414,7834478,19812378847,7388189,8955712404,1510210,7388189,8955712404,55788,255715199,27415,55788,255715199,0,0,0,0,0,0,0,0,0,0,17842939,30474039253,3744293,33064042,1290989847,3053924,0,0,50906981,31765029100,一卡通票證股份有限公司,電子支付帳戶,交易金額,4943577,5455385,國內小額匯兌,55788,匯出款項,0,17842939,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,,,,,,,,,,,,,,,
